664e9d24 17c 90 38   Note On Ab2 43
b5f9f81e 90 4d 5f   Note On F4 95

b5f9f820 90 45 40   Note On A3 64

b5f9f823 90 2d 72   Note On A1 114
b5f9f899 90 4d 00   Note On(0-Off) F4

b5f9f89b 90 48 00   Note On(0-Off) C4

b5f9f8aa 90 45 00   Note On(0-Off) A3

b5f9f8b7 90 2d 00   Note On(0-Off) A1
b5f9f97f 90 2e 74   Note On Bb1 116

b5f9f982 90 4a 62   Note On D4 98

b5f9f98a 90 41 3e   Note On F3 62

b5f9f98c 90 46 64   Note On Bb3 100
b5f9fa17 90 4a 00   Note On(0-Off) D4

b5f9fa24 90 41 00   Note On(0-Off) F3

b5f9fa26 90 46 00   Note On(0-Off) Bb3

b5f9fa55 90 2e 00   Note On(0-Off) Bb1
b5f9fb46 90 2e 6b   Note On Bb1 107

b5f9fb55 90 41 45   Note On F3 69

b5f9fb56 90 46 6b   Note On Bb3 107

b5f9fb5a 90 4a 64   Note On D4 100
b5f9fbda 90 41 00   Note On(0-Off) F3

b5f9fbdb 90 4a 00   Note On(0-Off) D4

b5f9fbe1 90 2e 00   Note On(0-Off) Bb1

b5f9fbe6 90 46 00   Note On(0-Off) Bb3
b5f9fd0e 90 2e 6e   Note On Bb1 110

b5f9fd24 90 41 42   Note On F3 66

b5f9fd25 90 46 67   Note On Bb3 103

b5f9fd28 90 4a 64   Note On D4 100
b5f9fd97 90 46 00   Note On(0-Off) Bb3

b5f9fd99 90 41 00   Note On(0-Off) F3

b5f9fda4 90 4a 00   Note On(0-Off) D4

b5f9fda7 90 2e 00   Note On(0-Off) Bb1
b5f9ff27 90 2e 72   Note On Bb1 114

b5f9ff43 90 46 72   Note On Bb3 114

b5f9ff46 90 4a 6e   Note On D4 110

b5f9ff48 90 41 5f   Note On F3 95
b5f9ffb1 90 41 00   Note On(0-Off) F3

b5f9ffb2 90 2e 00   Note On(0-Off) Bb1

b5f9ffba 90 46 00   Note On(0-Off) Bb3

b5f9ffd3 90 4a 00   Note On(0-Off) D4
b5fa0184 90 24 76   Note On C1 118

b5fa0197 90 48 5f   Note On C4 95

b5fa0198 90 4c 62   Note On E4 98

b5fa019f 90 43 33   Note On G3 51
b5fa0218 90 43 00   Note On(0-Off) G3

b5fa021e 90 48 00   Note On(0-Off) C4

b5fa0223 90 4c 00   Note On(0-Off) E4

b5fa022c 90 24 00   Note On(0-Off) C1
b5fa02f6 90 45 56   Note On A3 86

b5fa02f7 90 26 6d   Note On D1 109

b5fa02f8 90 4a 66   Note On D4 102

b5fa02fc 90 4d 66   Note On F4 102
b5fa0374 90 4a 00   Note On(0-Off) D4
b5fa0382 90 45 00   Note On(0-Off) A3

b5fa0389 90 4d 00   Note On(0-Off) F4

b5fa039c 90 26 00   Note On(0-Off) D1
b5fa04ba 90 26 49   Note On D1 73

b5fa04c2 90 45 56   Note On A3 86

b5fa04c4 90 4d 5f   Note On F4 95

b5fa04c7 90 4a 5f   Note On D4 95
b5fa0556 90 4a 00   Note On(0-Off) D4

b5fa055b 90 45 00   Note On(0-Off) A3

b5fa0563 90 4d 00   Note On(0-Off) F4

b5fa0570 90 26 00   Note On(0-Off) D1
b5fa066d 90 26 67   Note On D1 103

b5fa0687 90 4d 67   Note On F4 103

b5fa068a 90 4a 67   Note On D4 103

b5fa068c 90 45 52   Note On A3 82
b5fa0718 90 4a 00   Note On(0-Off) D4

b5fa071b 90 45 00   Note On(0-Off) A3

b5fa0721 90 4d 00   Note On(0-Off) F4

b5fa072a 90 26 00   Note On(0-Off) D1
b5fa0873 90 26 69   Note On D1 105

b5fa0875 90 4d 64   Note On F4 100

b5fa0878 90 45 4d   Note On A3 77

b5fa0879 90 4a 66   Note On D4 102
b5fa0903 90 4a 00   Note On(0-Off) D4

b5fa0905 90 45 00   Note On(0-Off) A3

b5fa091d 90 4d 00   Note On(0-Off) F4

b5fa0932 90 26 00   Note On(0-Off) D1
b5fa0a7e 90 28 6d   Note On E1 109

b5fa0a80 90 4f 64   Note On G4 100

b5fa0a84 90 48 4f   Note On C4 79

b5fa0a85 90 4c 67   Note On E4 103
b5fa0afc 90 4c 00   Note On(0-Off) E4

b5fa0b01 90 48 00   Note On(0-Off) C4

b5fa0b0e 90 4f 00   Note On(0-Off) G4

b5fa0b20 90 28 00   Note On(0-Off) E1
b5fa0bc1 90 29 70   Note On F1 112
b5fa0bc9 90 51 64   Note On A4 100

b5fa0bcb 90 4d 70   Note On F4 112

b5fa0bce 90 48 59   Note On C4 89
b5fa0c67 90 4d 00   Note On(0-Off) F4

b5fa0c69 90 29 00   Note On(0-Off) F1

b5fa0c6e 90 48 00   Note On(0-Off) C4

b5fa0c7b 90 51 00   Note On(0-Off) A4
b5fa0d86 90 29 5f   Note On F1 95

b5fa0d88 90 48 4f   Note On C4 79

b5fa0d8d 90 4d 6b   Note On F4 107

b5fa0d8f 90 51 5e   Note On A4 94
b5fa0dfd 90 4d 00   Note On(0-Off) F4

b5fa0e02 90 48 00   Note On(0-Off) C4

b5fa0e16 90 51 00   Note On(0-Off) A4

b5fa0e1a 90 29 00   Note On(0-Off) F1
b5fa0f46 90 29 64   Note On F1 100

b5fa0f48 90 51 62   Note On A4 98

b5fa0f49 90 4d 70   Note On F4 112

b5fa0f4b 90 48 56   Note On C4 86
b5fa0fc1 90 48 00   Note On(0-Off) C4

b5fa0fc3 90 4d 00   Note On(0-Off) F4

b5fa0fd2 90 51 00   Note On(0-Off) A4
b5fa0fe8 90 29 00   Note On(0-Off) F1
b5fa113b 90 29 60   Note On F1 96

b5fa1144 90 48 49   Note On C4 73

b5fa1146 90 4d 6d   Note On F4 109

b5fa114a 90 51 60   Note On A4 96
b5fa11cc 90 48 00   Note On(0-Off) C4

b5fa11ce 90 4d 00   Note On(0-Off) F4
b5fa11e5 90 51 00   Note On(0-Off) A4

b5fa11e6 90 29 00   Note On(0-Off) F1
b5fa154a 90 2b 56   Note On G1 86

b5fa1553 90 4f 45   Note On G4 69
b5fa15cb 90 4f 00   Note On(0-Off) G4
b5fa15f4 90 2b 00   Note On(0-Off) G1
b5fa16de 90 46 36   Note On Bb3 54

b5fa16e6 90 4f 3d   Note On G4 61

b5fa16eb 90 2b 44   Note On G1 68

b5fa16ee 90 4a 44   Note On D4 68
b5fa1795 90 2b 00   Note On(0-Off) G1

b5fa17ac 90 46 00   Note On(0-Off) Bb3

b5fa17b6 90 4f 00   Note On(0-Off) G4

b5fa17bc 90 4a 00   Note On(0-Off) D4
b5fa1889 90 4a 64   Note On D4 100

b5fa188b 90 4f 4b   Note On G4 75

b5fa188e 90 46 44   Note On Bb3 68
b5fa1896 90 2b 4d   Note On G1 77
b5fa1939 90 2b 00   Note On(0-Off) G1

b5fa194d 90 4a 00   Note On(0-Off) D4

b5fa1956 90 4f 00   Note On(0-Off) G4

b5fa195d 90 46 00   Note On(0-Off) Bb3
b5fa1a6a 90 2b 4b   Note On G1 75

b5fa1a6f 90 4a 62   Note On D4 98

b5fa1a7c 90 46 2b   Note On Bb3 43
b5fa1ad6 90 2b 00   Note On(0-Off) G1
b5fa1b0c 90 4a 00   Note On(0-Off) D4

b5fa1b34 90 46 00   Note On(0-Off) Bb3
b5fa32db 90 37 5e   Note On G2 94
b5fa3412 90 37 00   Note On(0-Off) G2
b5fa3810 90 3a 64   Note On Bb2 100
b5fa38e2 90 3a 00   Note On(0-Off) Bb2
b5fa39a8 90 3c 7f   Note On C3 127
b5fa3a82 90 3c 00   Note On(0-Off) C3
b5fa3e24 90 3a 64   Note On Bb2 100
b5fa3eaa 90 3a 00   Note On(0-Off) Bb2
b5fa3f80 90 3e 64   Note On D3 100
b5fa4045 90 3e 00   Note On(0-Off) D3
b5fa40e0 90 3a 5b   Note On Bb2 91
b5fa4159 90 3a 00   Note On(0-Off) Bb2
b5fa4235 90 3e 67   Note On D3 103
b5fa43fe 90 3e 00   Note On(0-Off) D3
b5fa4793 90 3a 42   Note On Bb2 66
b5fa489f 90 3a 00   Note On(0-Off) Bb2
b5fa4b4a 90 3a 3a   Note On Bb2 58
b5fa4c48 90 3a 00   Note On(0-Off) Bb2
b5fa921e 90 3e 67   Note On D3 103
b5fa93bf 90 3e 00   Note On(0-Off) D3
b5fa977a 90 3a 5f   Note On Bb2 95
b5fa97cd 90 3a 00   Note On(0-Off) Bb2
b5fa98e2 90 3e 76   Note On D3 118
b5fa9aaa 90 3e 00   Note On(0-Off) D3
b5fa9d19 90 41 66   Note On F3 102
b5fa9eac 90 41 00   Note On(0-Off) F3
b5faa2ad 90 3c 7f   Note On C3 127
b5faabbf 90 3c 00   Note On(0-Off) C3
b5faadbe 90 3a 69   Note On Bb2 105

b5faadc4 90 3e 66   Note On D3 102

b5faadcc 90 37 4b   Note On G2 75
b5faaf43 90 3a 00   Note On(0-Off) Bb2

b5faaf47 90 3e 00   Note On(0-Off) D3

b5faaf50 90 37 00   Note On(0-Off) G2
b5fab02d 90 3e 70   Note On D3 112
b5fab11e 90 3e 00   Note On(0-Off) D3
b5fab7a9 90 3f 76   Note On Eb3 118
b5fab926 90 3f 00   Note On(0-Off) Eb3
b5fab9ea 90 41 66   Note On F3 102
b5fabb6d 90 41 00   Note On(0-Off) F3
b5fabbde 90 3e 72   Note On D3 114
b5fabcd4 90 3e 00   Note On(0-Off) D3
b5fac71f 90 3e 6d   Note On D3 109
b5fac7ce 90 3e 00   Note On(0-Off) D3
b5fac8b9 90 3e 74   Note On D3 116
b5fac9bb 90 3e 00   Note On(0-Off) D3
b5faca87 90 3e 74   Note On D3 116
b5facb68 90 3e 00   Note On(0-Off) D3
b5facc13 90 3e 72   Note On D3 114
b5facce3 90 3e 00   Note On(0-Off) D3
b5facd3e 90 41 70   Note On F3 112
b5facde8 90 41 00   Note On(0-Off) F3
b5face5e 90 3e 79   Note On D3 121
b5facf84 90 3e 00   Note On(0-Off) D3
b5fad040 90 3e 72   Note On D3 114
b5fad16e 90 3e 00   Note On(0-Off) D3
b5fad230 90 3e 70   Note On D3 112
b5fad315 90 3e 00   Note On(0-Off) D3
b5fad3d5 90 3e 79   Note On D3 121
b5fad517 90 41 72   Note On F3 114

b5fad535 90 3e 00   Note On(0-Off) D3
b5fad57e 90 41 00   Note On(0-Off) F3
b5fad613 90 41 72   Note On F3 114

b5fad614 90 45 72   Note On A3 114

b5fad618 90 3e 6b   Note On D3 107
b5fad719 90 3e 00   Note On(0-Off) D3

b5fad71b 90 45 00   Note On(0-Off) A3

b5fad71e 90 41 00   Note On(0-Off) F3
b5fad7da 90 3e 6e   Note On D3 110

b5fad7dd 90 41 6e   Note On F3 110

b5fad7dd 90 45 6b   Note On A3 107
b5fad90d 90 3e 00   Note On(0-Off) D3

b5fad913 90 45 00   Note On(0-Off) A3

b5fad91a 90 41 00   Note On(0-Off) F3
b5fadd6a 90 41 6d   Note On F3 109

b5fadd6c 90 45 59   Note On A3 89

b5fadd76 90 43 5b   Note On G3 91

b5fadd8f 90 29 6b   Note On F1 107
b5faddfc 90 43 00   Note On(0-Off) G3
b5fadeaa 90 45 00   Note On(0-Off) A3

b5fadeb5 90 41 00   Note On(0-Off) F3

b5fadeca 90 29 00   Note On(0-Off) F1
b5fadf5e 90 45 69   Note On A3 105

b5fadf60 90 41 6e   Note On F3 110

b5fadf63 90 29 6b   Note On F1 107
b5fae0b1 90 41 00   Note On(0-Off) F3

b5fae0b5 90 45 00   Note On(0-Off) A3

b5fae0bd 90 29 00   Note On(0-Off) F1
b5fae153 90 45 69   Note On A3 105

b5fae154 90 41 6e   Note On F3 110

b5fae155 90 29 6d   Note On F1 109
b5fae243 90 41 00   Note On(0-Off) F3

b5fae243 90 45 00   Note On(0-Off) A3

b5fae244 90 29 00   Note On(0-Off) F1
b5fae2c0 90 29 67   Note On F1 103

b5fae2cd 90 45 67   Note On A3 103

b5fae2ce 90 41 6e   Note On F3 110

b5fae2d4 90 3c 7f   Note On C3 127
b5fae34d 90 3c 00   Note On(0-Off) C3

b5fae351 90 29 00   Note On(0-Off) F1

b5fae36a 90 41 00   Note On(0-Off) F3

b5fae379 90 45 00   Note On(0-Off) A3
b5fae817 90 3e 74   Note On D3 116
b5fae8f1 90 3f 7d   Note On Eb3 125

b5fae918 90 3e 00   Note On(0-Off) D3
b5fae9c6 90 3f 00   Note On(0-Off) Eb3
b5faeb40 90 3e 6b   Note On D3 107
b5faec32 90 3e 00   Note On(0-Off) D3
b5faed0b 90 41 66   Note On F3 102
b5faeed2 90 41 00   Note On(0-Off) F3

b5faef0f 90 3e 70   Note On D3 112
b5faefc1 90 3e 00   Note On(0-Off) D3
b5faf0e3 90 3e 5b   Note On D3 91
b5faf200 90 3f 6e   Note On Eb3 110

b5faf21c 90 3e 00   Note On(0-Off) D3
b5faf282 90 3f 00   Note On(0-Off) Eb3
b5faf2eb 90 3e 76   Note On D3 118
b5faf384 90 3e 00   Note On(0-Off) D3
b5faf41f 90 41 74   Note On F3 116
b5faf5a2 90 41 00   Note On(0-Off) F3

b5faf5d7 90 3e 72   Note On D3 114
b5faf67b 90 3e 00   Note On(0-Off) D3
b5faf9dc 90 3e 72   Note On D3 114
b5fafabb 90 3e 00   Note On(0-Off) D3
b5fafb0a 90 3c 7f   Note On C3 127
b5fafc68 90 3c 00   Note On(0-Off) C3
b5fb0725 90 4a 76   Note On D4 118
b5fb0811 90 4a 00   Note On(0-Off) D4
b5fb0907 90 4a 79   Note On D4 121
b5fb09c2 90 4a 00   Note On(0-Off) D4
b5fb0a40 90 4b 0d   Note On Eb4 13
b5fb0b3a 90 4b 00   Note On(0-Off) Eb4
b5fb0c02 90 4d 76   Note On F4 118
b5fb0d38 90 4d 00   Note On(0-Off) F4
b5fb0ed1 90 56 79   Note On D5 121
b5fb0fb2 90 56 00   Note On(0-Off) D5

b5fb0fb3 90 59 70   Note On F5 112
b5fb10a3 90 59 00   Note On(0-Off) F5

b5fb10af 90 56 7d   Note On D5 125
b5fb11c8 90 57 70   Note On Eb5 112

b5fb11ca 90 56 00   Note On(0-Off) D5
b5fb120f 90 58 79   Note On E5 121
b5fb1265 90 58 00   Note On(0-Off) E5

b5fb1278 90 57 00   Note On(0-Off) Eb5
b5fb1376 90 59 67   Note On F5 103
b5fb14d8 90 59 00   Note On(0-Off) F5
b5fb17e8 90 56 7e   Note On D5 126
b5fb1907 90 56 00   Note On(0-Off) D5

b5fb1909 90 54 6e   Note On C5 110
b5fb1fbd 90 54 00   Note On(0-Off) C5
b5fb218f 90 32 67   Note On D2 103

b5fb2198 90 3e 6b   Note On D3 107
b5fb2279 90 32 00   Note On(0-Off) D2

b5fb2294 90 3e 00   Note On(0-Off) D3
b5fb2342 90 3e 6d   Note On D3 109

b5fb2345 90 32 72   Note On D2 114
b5fb241d 90 32 00   Note On(0-Off) D2

b5fb2454 90 3e 00   Note On(0-Off) D3
b5fb2544 90 32 6b   Note On D2 107

b5fb2549 90 3e 72   Note On D3 114
b5fb2604 90 32 00   Note On(0-Off) D2

b5fb262d 90 3e 00   Note On(0-Off) D3
b5fb26b7 90 32 67   Note On D2 103

b5fb26bc 90 3e 62   Note On D3 98
b5fb27ee 90 41 5f   Note On F3 95

b5fb280f 90 3e 00   Note On(0-Off) D3
b5fb287a 90 41 00   Note On(0-Off) F3
b5fb28db 90 32 00   Note On(0-Off) D2

b5fb28ea 90 3e 69   Note On D3 105

b5fb28fe 90 43 3a   Note On G3 58

b5fb2900 90 2b 62   Note On G1 98

b5fb2908 90 3a 6b   Note On Bb2 107
b5fb2a0a 90 2b 00   Note On(0-Off) G1

b5fb2a12 90 3a 00   Note On(0-Off) Bb2

b5fb2a1a 90 43 00   Note On(0-Off) G3

b5fb2a28 90 3e 00   Note On(0-Off) D3
b5fb2ac4 90 2e 60   Note On Bb1 96

b5fb2aea 90 43 6b   Note On G3 107

b5fb2aee 90 3e 6b   Note On D3 107
b5fb2b1b 90 2f 76   Note On B1 118

b5fb2b5c 90 3e 00   Note On(0-Off) D3

b5fb2b6b 90 2f 00   Note On(0-Off) B1

b5fb2b74 90 43 00   Note On(0-Off) G3

b5fb2b77 90 2e 00   Note On(0-Off) Bb1
b5fb2c52 90 2e 0e   Note On Bb1 14

b5fb2c93 90 46 34   Note On Bb3 52

b5fb2c98 90 41 3d   Note On F3 61
b5fb2ca6 90 3e 3a   Note On D3 58
b5fb2da5 90 3e 00   Note On(0-Off) D3

b5fb2db3 90 2e 00   Note On(0-Off) Bb1

b5fb2db5 90 41 00   Note On(0-Off) F3

b5fb2dba 90 46 00   Note On(0-Off) Bb3
b5fb2e3e 90 2e 6b   Note On Bb1 107

b5fb2e40 90 3e 60   Note On D3 96

b5fb2e41 90 41 64   Note On F3 100

b5fb2e42 90 46 64   Note On Bb3 100
b5fb2f0c 90 3e 00   Note On(0-Off) D3
b5fb2f89 90 46 00   Note On(0-Off) Bb3
b5fb2fde 90 48 3c   Note On C4 60

b5fb2ff2 90 2e 00   Note On(0-Off) Bb1
b5fb3061 90 41 00   Note On(0-Off) F3

b5fb3077 90 48 00   Note On(0-Off) C4
b5fb30e1 90 3e 67   Note On D3 103

b5fb30e4 90 41 64   Note On F3 100

b5fb30f0 90 26 67   Note On D1 103

b5fb30f1 90 45 6b   Note On A3 107
b5fb31ed 90 41 00   Note On(0-Off) F3

b5fb31f0 90 3e 00   Note On(0-Off) D3

b5fb3219 90 45 00   Note On(0-Off) A3
b5fb3249 90 26 00   Note On(0-Off) D1
b5fb32c0 90 41 40   Note On F3 64

b5fb32c6 90 45 4d   Note On A3 77

b5fb32cb 90 3e 3f   Note On D3 63

b5fb32cc 90 26 3e   Note On D1 62
b5fb3381 90 26 00   Note On(0-Off) D1
b5fb33da 90 3e 00   Note On(0-Off) D3

b5fb33e2 90 41 00   Note On(0-Off) F3

b5fb33ea 90 45 00   Note On(0-Off) A3
b5fb347c 90 26 64   Note On D1 100

b5fb3480 90 41 5e   Note On F3 94

b5fb3481 90 45 60   Note On A3 96

b5fb3482 90 3e 5b   Note On D3 91
b5fb357b 90 26 00   Note On(0-Off) D1

b5fb3595 90 41 00   Note On(0-Off) F3

b5fb3597 90 3e 00   Note On(0-Off) D3

b5fb35ae 90 45 00   Note On(0-Off) A3
b5fb3670 90 26 66   Note On D1 102

b5fb3675 90 45 5b   Note On A3 91

b5fb3677 90 41 56   Note On F3 86

b5fb367b 90 3e 60   Note On D3 96
b5fb3770 90 26 00   Note On(0-Off) D1

b5fb377c 90 41 00   Note On(0-Off) F3

b5fb3785 90 45 00   Note On(0-Off) A3

b5fb378f 90 3e 00   Note On(0-Off) D3
b5fb388c 90 45 5b   Note On A3 91

b5fb388c 90 41 67   Note On F3 103

b5fb388c 90 29 6b   Note On F1 107
b5fb39d4 90 29 00   Note On(0-Off) F1

b5fb39d4 90 45 00   Note On(0-Off) A3

b5fb39d4 90 41 00   Note On(0-Off) F3
b5fb3a65 90 29 60   Note On F1 96

b5fb3a65 90 41 5f   Note On F3 95

b5fb3a65 90 45 5f   Note On A3 95
b5fb3bb0 90 45 00   Note On(0-Off) A3

b5fb3bb0 90 29 00   Note On(0-Off) F1

b5fb3bb0 90 41 00   Note On(0-Off) F3
b5fb3c4c 90 45 69   Note On A3 105

b5fb3c4c 90 29 67   Note On F1 103

b5fb3c4c 90 41 69   Note On F3 105
b5fb3c74 90 3c 7f   Note On C3 127
b5fb3d1d 90 3c 00   Note On(0-Off) C3

b5fb3d37 90 29 00   Note On(0-Off) F1
b5fb3d40 90 41 00   Note On(0-Off) F3

b5fb3d41 90 45 00   Note On(0-Off) A3
b5fb3e4f 90 29 6b   Note On F1 107

b5fb3e4f 90 41 67   Note On F3 103

b5fb3e4f 90 45 67   Note On A3 103
b5fb3efb 90 41 00   Note On(0-Off) F3

b5fb3f1d 90 45 00   Note On(0-Off) A3

b5fb3f1d 90 29 00   Note On(0-Off) F1
b5fb3fc5 90 46 74   Note On Bb3 116

b5fb3fc7 90 43 6d   Note On G3 109

b5fb3fcd 90 3e 52   Note On D3 82

b5fb3fce 90 2b 6b   Note On G1 107
b5fb40df 90 3e 00   Note On(0-Off) D3

b5fb410c 90 43 00   Note On(0-Off) G3

b5fb410d 90 46 00   Note On(0-Off) Bb3

b5fb4112 90 2b 00   Note On(0-Off) G1
b5fb41db 90 43 67   Note On G3 103

b5fb41db 90 46 70   Note On Bb3 112

b5fb41db 90 3e 64   Note On D3 100

b5fb41db 90 2b 69   Note On G1 105
b5fb42cf 90 3e 00   Note On(0-Off) D3

b5fb42de 90 43 00   Note On(0-Off) G3

b5fb42fa 90 2b 00   Note On(0-Off) G1
b5fb42fc 90 46 00   Note On(0-Off) Bb3
b5fb4397 90 46 6e   Note On Bb3 110

b5fb4398 90 43 6d   Note On G3 109

b5fb439e 90 2b 72   Note On G1 114

b5fb439f 90 3e 67   Note On D3 103
b5fb44af 90 43 00   Note On(0-Off) G3

b5fb44b1 90 3e 00   Note On(0-Off) D3

b5fb44c1 90 46 00   Note On(0-Off) Bb3

b5fb44cb 90 2b 00   Note On(0-Off) G1
b5fb452d 90 43 6d   Note On G3 109

b5fb4531 90 3e 67   Note On D3 103

b5fb4532 90 46 70   Note On Bb3 112

b5fb4536 90 2b 67   Note On G1 103
b5fb45e3 90 46 00   Note On(0-Off) Bb3

b5fb45ef 90 43 00   Note On(0-Off) G3

b5fb45f7 90 3e 00   Note On(0-Off) D3

b5fb45ff 90 2b 00   Note On(0-Off) G1
b5fb4653 90 29 66   Note On F1 102

b5fb465f 90 45 6b   Note On A3 107

b5fb4662 90 41 6b   Note On F3 107
b5fb46d8 90 41 00   Note On(0-Off) F3
b5fb46f4 90 45 00   Note On(0-Off) A3

b5fb46f8 90 29 00   Note On(0-Off) F1
b5fb4785 90 42 4f   Note On F#3 79

b5fb478b 90 46 70   Note On Bb3 112

b5fb479c 90 42 00   Note On(0-Off) F#3

b5fb47a4 90 2e 74   Note On Bb1 116

b5fb47a7 90 43 67   Note On G3 103

b5fb47a9 90 40 3e   Note On E3 62
b5fb4808 90 43 00   Note On(0-Off) G3
b5fb481e 90 40 00   Note On(0-Off) E3

b5fb4855 90 46 00   Note On(0-Off) Bb3
b5fb489f 90 2e 00   Note On(0-Off) Bb1
b5fb4940 90 4a 5e   Note On D4 94

b5fb4942 90 41 64   Note On F3 100

b5fb4944 90 2e 6d   Note On Bb1 109
b5fb4957 90 45 6d   Note On A3 109
b5fb49cf 90 45 00   Note On(0-Off) A3

b5fb49ee 90 2e 00   Note On(0-Off) Bb1

b5fb4a1a 90 4a 00   Note On(0-Off) D4
b5fb4a1e 90 41 00   Note On(0-Off) F3
b5fb4b25 90 41 60   Note On F3 96

b5fb4b25 90 46 6b   Note On Bb3 107

b5fb4b26 90 4a 69   Note On D4 105

b5fb4b26 90 2e 76   Note On Bb1 118
b5fb4be5 90 4a 00   Note On(0-Off) D4

b5fb4beb 90 41 00   Note On(0-Off) F3

b5fb4bf3 90 2e 00   Note On(0-Off) Bb1

b5fb4bf4 90 46 00   Note On(0-Off) Bb3
b5fb4ca6 90 2e 6b   Note On Bb1 107

b5fb4caa 90 46 72   Note On Bb3 114

b5fb4cac 90 4a 69   Note On D4 105

b5fb4cae 90 41 69   Note On F3 105
b5fb4d46 90 41 00   Note On(0-Off) F3

b5fb4d57 90 46 00   Note On(0-Off) Bb3

b5fb4d5f 90 4a 00   Note On(0-Off) D4
b5fb4dc9 90 2e 00   Note On(0-Off) Bb1

b5fb4dd9 90 30 5f   Note On C2 95

b5fb4dda 90 43 69   Note On G3 105

b5fb4ddd 90 48 70   Note On C4 112

b5fb4de3 90 4c 66   Note On E4 102
b5fb4e4f 90 30 00   Note On(0-Off) C2

b5fb4e51 90 48 00   Note On(0-Off) C4

b5fb4e52 90 4c 00   Note On(0-Off) E4

b5fb4e53 90 43 00   Note On(0-Off) G3
b5fb4ef7 90 4a 72   Note On D4 114

b5fb4ef7 90 45 67   Note On A3 103

b5fb4ef7 90 4d 72   Note On F4 114

b5fb4ef7 90 26 6d   Note On D1 109
b5fb4ff4 90 45 00   Note On(0-Off) A3

b5fb4ff9 90 4d 00   Note On(0-Off) F4

b5fb4ffb 90 4a 00   Note On(0-Off) D4
b5fb5009 90 26 00   Note On(0-Off) D1
b5fb50bd 90 4d 6b   Note On F4 107

b5fb50be 90 4a 6e   Note On D4 110

b5fb50c0 90 45 64   Note On A3 100

b5fb50c1 90 26 67   Note On D1 103
b5fb51ba 90 4d 00   Note On(0-Off) F4

b5fb51bf 90 45 00   Note On(0-Off) A3

b5fb51c1 90 4a 00   Note On(0-Off) D4

b5fb51c3 90 26 00   Note On(0-Off) D1
b5fb5296 90 26 66   Note On D1 102

b5fb5299 90 45 64   Note On A3 100

b5fb529d 90 4d 6b   Note On F4 107

b5fb529f 90 4a 6e   Note On D4 110
b5fb5375 90 26 00   Note On(0-Off) D1
b5fb53a0 90 45 00   Note On(0-Off) A3

b5fb53a1 90 4d 00   Note On(0-Off) F4

b5fb53a2 90 4a 00   Note On(0-Off) D4
b5fb542f 90 26 6d   Note On D1 109

b5fb5433 90 45 64   Note On A3 100

b5fb5434 90 4a 6e   Note On D4 110

b5fb5436 90 4d 69   Note On F4 105
b5fb54ce 90 45 00   Note On(0-Off) A3

b5fb54d2 90 4a 00   Note On(0-Off) D4

b5fb54db 90 4d 00   Note On(0-Off) F4

b5fb54ee 90 26 00   Note On(0-Off) D1
b5fb5561 90 4c 67   Note On E4 103

b5fb5562 90 48 6b   Note On C4 107

b5fb5563 90 43 64   Note On G3 100

b5fb5569 90 28 72   Note On E1 114
b5fb55e9 90 43 00   Note On(0-Off) G3
b5fb55fc 90 4c 00   Note On(0-Off) E4

b5fb55ff 90 48 00   Note On(0-Off) C4

b5fb5620 90 28 00   Note On(0-Off) E1
b5fb568b 90 29 79   Note On F1 121

b5fb5699 90 45 64   Note On A3 100

b5fb569e 90 41 52   Note On F3 82

b5fb56a0 90 48 4b   Note On C4 75
b5fb5783 90 48 00   Note On(0-Off) C4
b5fb57aa 90 41 00   Note On(0-Off) F3

b5fb57b9 90 45 00   Note On(0-Off) A3

b5fb57d4 90 29 00   Note On(0-Off) F1
b5fb584d 90 45 6b   Note On A3 107

b5fb584e 90 41 69   Note On F3 105

b5fb584f 90 48 69   Note On C4 105

b5fb5851 90 29 70   Note On F1 112
b5fb596a 90 29 00   Note On(0-Off) F1

b5fb596f 90 45 00   Note On(0-Off) A3

b5fb597f 90 41 00   Note On(0-Off) F3

b5fb5984 90 48 00   Note On(0-Off) C4
b5fb5a13 90 29 64   Note On F1 100

b5fb5a25 90 48 5b   Note On C4 91

b5fb5a29 90 45 56   Note On A3 86

b5fb5a2b 90 41 4d   Note On F3 77
b5fb5b06 90 29 00   Note On(0-Off) F1

b5fb5b23 90 45 00   Note On(0-Off) A3

b5fb5b2f 90 41 00   Note On(0-Off) F3
b5fb5b4c 90 48 00   Note On(0-Off) C4
b5fb5c1c 90 29 4d   Note On F1 77

b5fb5c26 90 48 45   Note On C4 69

b5fb5c28 90 45 56   Note On A3 86

b5fb5c2a 90 41 4f   Note On F3 79
b5fb5d02 90 41 00   Note On(0-Off) F3

b5fb5d08 90 45 00   Note On(0-Off) A3

